"","Year","Age","AgeGroup","Gender","education_level","Income","Income_categories","Urbanicity","HouseholdSize","ChildrenInHousehold","climate_threat","Q3"
"309","2021",41,"30_49","Male","High",3,"Third 20%","Rural","3_4","Yes",1,2
"310","2021",65,"65_94","Male","Medium",3,"Third 20%","Urban","3_4","Yes",1,1
"311","2021",72,"65_94","Female","Medium",1,"Poorest 20%","Urban","3_4","Yes",1,1
"312","2021",59,"50_64","Female","High",4,"Fourth 20%","Rural","3_4","Yes",1,1
"313","2021",28,"15_29","Female","Medium",3,"Third 20%","Urban","1_2","Yes",1,2
"314","2021",62,"50_64","Female","High",4,"Fourth 20%","Rural","3_4","Yes",1,1
"315","2021",23,"15_29","Female","Low",2,"Second 20%","Rural","3_4","Yes",1,1
"316","2021",40,"30_49","Female","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"317","2021",62,"50_64","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"318","2021",50,"50_64","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"319","2021",27,"15_29","Male","Medium",1,"Poorest 20%","Urban","3_4","Yes",1,1
"320","2021",51,"50_64","Male","High",4,"Fourth 20%","Urban","3_4","Yes",1,1
"321","2021",26,"15_29","Female","Medium",1,"Poorest 20%","Rural","3_4","Yes",1,1
"322","2021",75,"65_94","Female","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"323","2021",62,"50_64","Male","Medium",2,"Second 20%","Urban","3_4","Yes",1,1
"324","2021",73,"65_94","Male","High",5,"Richest 20%","Rural","3_4","Yes",1,1
"325","2021",72,"65_94","Female","High",3,"Third 20%","Urban","3_4","Yes",1,1
"326","2021",59,"50_64","Male","High",4,"Fourth 20%","Rural","3_4","Yes",1,1
"327","2021",69,"65_94","Male","High",3,"Third 20%","Urban","1_2","Yes",1,1
"328","2021",29,"15_29","Female","Medium",1,"Poorest 20%","Rural","3_4","Yes",0,3
"329","2021",78,"65_94","Male","High",4,"Fourth 20%","Urban","1_2","Yes",1,1
"330","2021",51,"50_64","Male","High",5,"Richest 20%","Urban","3_4","Yes",1,1
"331","2021",39,"30_49","Male","High",4,"Fourth 20%","Urban","1_2","Yes",1,1
"332","2021",62,"50_64","Male","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,1
"333","2021",65,"65_94","Female","High",1,"Poorest 20%","Urban","1_2","Yes",1,2
"334","2021",68,"65_94","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"335","2021",58,"50_64","Female","High",1,"Poorest 20%","Urban","1_2","Yes",1,1
"336","2021",40,"30_49","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"337","2021",46,"30_49","Female","Medium",4,"Fourth 20%","Urban","1_2","Yes",1,1
"338","2021",28,"15_29","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"339","2021",63,"50_64","Female","Low",4,"Fourth 20%","Urban","1_2","Yes",1,1
"340","2021",39,"30_49","Female","High",4,"Fourth 20%","Rural","3_4","Yes",1,1
"341","2021",70,"65_94","Female","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"342","2021",65,"65_94","Male","High",3,"Third 20%","Urban","1_2","Yes",1,1
"343","2021",65,"65_94","Male","Low",4,"Fourth 20%","Rural","3_4","Yes",1,1
"344","2021",43,"30_49","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"345","2021",63,"50_64","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"346","2021",45,"30_49","Male","High",3,"Third 20%","Urban","1_2","Yes",1,1
"347","2021",34,"30_49","Female","High",4,"Fourth 20%","Urban","3_4","Yes",1,1
"348","2021",30,"30_49","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"349","2021",65,"65_94","Male","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"350","2021",24,"15_29","Male","Medium",2,"Second 20%","Rural","5+","Yes",1,1
"351","2021",25,"15_29","Female","Medium",1,"Poorest 20%","Urban","5+","Yes",1,1
"352","2021",71,"65_94","Female","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"353","2021",19,"15_29","Female","Low",2,"Second 20%","Urban","3_4","Yes",1,2
"354","2021",71,"65_94","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"355","2021",80,"65_94","Male","Medium",4,"Fourth 20%","Urban","1_2","Yes",1,1
"356","2021",55,"50_64","Male","Medium",3,"Third 20%","Rural","3_4","Yes",1,2
"357","2021",55,"50_64","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"358","2021",42,"30_49","Female","High",4,"Fourth 20%","Rural","1_2","Yes",1,2
"359","2021",65,"65_94","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"360","2021",84,"65_94","Male","Medium",4,"Fourth 20%","Urban","1_2","Yes",1,1
"361","2021",50,"50_64","Male","Medium",1,"Poorest 20%","Rural","3_4","Yes",1,1
"362","2021",75,"65_94","Male","High",3,"Third 20%","Urban","1_2","Yes",1,1
"363","2021",50,"50_64","Male","High",4,"Fourth 20%","Rural","3_4","Yes",1,1
"364","2021",48,"30_49","Female","High",3,"Third 20%","Rural","3_4","Yes",1,1
"365","2021",68,"65_94","Female","Medium",3,"Third 20%","Rural","1_2","Yes",1,1
"366","2021",69,"65_94","Female","Medium",5,"Richest 20%","Urban","1_2","Yes",1,1
"367","2021",49,"30_49","Female","High",2,"Second 20%","Rural","1_2","Yes",1,1
"368","2021",52,"50_64","Male","High",3,"Third 20%","Rural","3_4","Yes",1,1
"369","2021",77,"65_94","Female","Low",4,"Fourth 20%","Rural","1_2","Yes",1,1
"370","2021",40,"30_49","Female","Medium",3,"Third 20%","Urban","1_2","Yes",1,1
"371","2021",39,"30_49","Male","High",3,"Third 20%","Rural","3_4","Yes",1,1
"372","2021",51,"50_64","Female","Medium",4,"Fourth 20%","Urban","1_2","Yes",0,3
"373","2021",73,"65_94","Female","High",1,"Poorest 20%","Rural","1_2","Yes",1,1
"374","2021",33,"30_49","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,2
"375","2021",40,"30_49","Female","High",5,"Richest 20%","Urban","3_4","Yes",1,1
"376","2021",62,"50_64","Female","Low",1,"Poorest 20%","Urban","3_4","Yes",1,1
"377","2021",55,"50_64","Male","Medium",1,"Poorest 20%","Rural","3_4","Yes",1,1
"378","2021",53,"50_64","Female","Medium",2,"Second 20%","Rural","3_4","Yes",1,1
"379","2021",65,"65_94","Female","High",2,"Second 20%","Rural","3_4","Yes",1,1
"380","2021",28,"15_29","Male","High",4,"Fourth 20%","Urban","3_4","Yes",1,1
"381","2021",65,"65_94","Female","Low",2,"Second 20%","Rural","3_4","Yes",1,2
"382","2021",85,"65_94","Female","High",5,"Richest 20%","Rural","1_2","Yes",0,3
"383","2021",40,"30_49","Male","Medium",4,"Fourth 20%","Urban","1_2","Yes",1,2
"384","2021",65,"65_94","Male","Medium",2,"Second 20%","Rural","1_2","Yes",1,1
"385","2021",69,"65_94","Female","Medium",2,"Second 20%","Urban","1_2","Yes",1,1
"386","2021",39,"30_49","Male","Medium",1,"Poorest 20%","Urban","1_2","Yes",1,1
"387","2021",65,"65_94","Male","High",3,"Third 20%","Rural","1_2","Yes",1,1
"388","2021",41,"30_49","Female","High",4,"Fourth 20%","Urban","1_2","Yes",1,1
"389","2021",43,"30_49","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"390","2021",29,"15_29","Female","Medium",3,"Third 20%","Rural","3_4","Yes",1,1
"391","2021",61,"50_64","Female","High",1,"Poorest 20%","Rural","3_4","Yes",1,1
"392","2021",55,"50_64","Female","High",3,"Third 20%","Urban","3_4","Yes",1,1
"393","2021",25,"15_29","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,2
"394","2021",48,"30_49","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"395","2021",63,"50_64","Male","Medium",1,"Poorest 20%","Rural","3_4","Yes",1,1
"396","2021",71,"65_94","Female","High",2,"Second 20%","Rural","3_4","Yes",1,1
"397","2021",74,"65_94","Male","High",3,"Third 20%","Urban","1_2","Yes",1,1
"398","2021",89,"65_94","Female","Medium",5,"Richest 20%","Rural","1_2","Yes",0,98
"399","2021",90,"65_94","Female",NA,2,"Second 20%","Urban","1_2","Yes",1,1
"400","2021",58,"50_64","Female","High",1,"Poorest 20%","Urban","3_4","Yes",1,1
"401","2021",65,"65_94","Male","Medium",5,"Richest 20%","Rural","1_2","Yes",0,3
"402","2021",66,"65_94","Female","Low",1,"Poorest 20%","Rural","3_4","Yes",1,2
"403","2021",47,"30_49","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"404","2021",55,"50_64","Male","Medium",3,"Third 20%","Urban","1_2","Yes",1,2
"405","2021",44,"30_49","Female","Medium",5,"Richest 20%","Urban","1_2","Yes",1,2
"406","2021",34,"30_49","Female","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,1
"407","2021",55,"50_64","Female","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"408","2021",64,"50_64","Female","Medium",5,"Richest 20%","Urban","1_2","Yes",1,1
"409","2021",59,"50_64","Female","Medium",3,"Third 20%","Rural","3_4","Yes",1,1
"410","2021",61,"50_64","Male","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"411","2021",52,"50_64","Female","High",1,"Poorest 20%","Rural","3_4","Yes",1,1
"412","2021",50,"50_64","Female","High",3,"Third 20%","Rural","3_4","Yes",1,1
"413","2021",38,"30_49","Female","Medium",5,"Richest 20%","Urban","1_2","Yes",1,1
"414","2021",46,"30_49","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"415","2021",24,"15_29","Female","Low",1,"Poorest 20%","Rural","3_4","Yes",1,1
"416","2021",28,"15_29","Female","High",1,"Poorest 20%","Rural","3_4","Yes",1,1
"417","2021",66,"65_94","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"418","2021",45,"30_49","Female","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"419","2021",40,"30_49","Male","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"420","2021",54,"50_64","Male","Medium",4,"Fourth 20%","Urban","1_2","Yes",1,2
"421","2021",62,"50_64","Female","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"422","2021",34,"30_49","Female","Medium",2,"Second 20%","Rural","1_2","Yes",1,1
"423","2021",40,"30_49","Male","High",1,"Poorest 20%","Rural","3_4","Yes",1,1
"424","2021",31,"30_49","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"425","2021",54,"50_64","Female","High",1,"Poorest 20%","Rural","3_4","Yes",1,1
"426","2021",33,"30_49","Male","High",3,"Third 20%","Urban","1_2","Yes",1,1
"427","2021",77,"65_94","Male","Low",4,"Fourth 20%","Urban","1_2","Yes",1,1
"428","2021",77,"65_94","Male","Medium",2,"Second 20%","Urban","1_2","Yes",1,1
"429","2021",65,"65_94","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"430","2021",56,"50_64","Female","High",1,"Poorest 20%","Rural","1_2","Yes",1,1
"431","2021",82,"65_94","Female","Medium",4,"Fourth 20%","Urban","1_2","Yes",1,2
"432","2021",67,"65_94","Male","Medium",3,"Third 20%","Rural","1_2","Yes",1,1
"433","2021",54,"50_64","Female","High",2,"Second 20%","Rural","3_4","Yes",1,1
"434","2021",76,"65_94","Male","Medium",1,"Poorest 20%","Urban","1_2","Yes",1,2
"435","2021",54,"50_64","Male","Medium",4,"Fourth 20%","Urban","1_2","Yes",1,1
"436","2021",53,"50_64","Male","High",1,"Poorest 20%","Rural","3_4","Yes",1,2
"437","2021",52,"50_64","Female","High",5,"Richest 20%","Urban","3_4","Yes",1,1
"438","2021",62,"50_64","Female","High",4,"Fourth 20%","Urban","5+","Yes",1,1
"439","2021",69,"65_94","Male","High",3,"Third 20%","Urban","5+","Yes",1,1
"440","2021",62,"50_64","Female","Low",3,"Third 20%","Rural","1_2","Yes",1,1
"441","2021",65,"65_94","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"442","2021",40,"30_49","Male","High",2,"Second 20%","Urban","3_4","Yes",1,2
"443","2021",31,"30_49","Female","High",1,"Poorest 20%","Rural","3_4","Yes",1,1
"444","2021",38,"30_49","Male","High",3,"Third 20%","Urban","1_2","Yes",1,2
"445","2021",76,"65_94","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"446","2021",50,"50_64","Female","Low",1,"Poorest 20%","Rural","5+","Yes",1,2
"447","2021",47,"30_49","Male","Low",1,"Poorest 20%","Urban","1_2","Yes",1,1
"448","2021",62,"50_64","Female","Medium",4,"Fourth 20%","Urban","1_2","Yes",1,2
"449","2021",30,"30_49","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"450","2021",67,"65_94","Female","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"451","2021",68,"65_94","Female","High",3,"Third 20%","Rural","1_2","Yes",1,1
"452","2021",59,"50_64","Female","Medium",3,"Third 20%","Rural","1_2","Yes",1,1
"453","2021",40,"30_49","Male","High",5,"Richest 20%","Rural","3_4","Yes",1,2
"454","2021",23,"15_29","Male","High",4,"Fourth 20%","Rural","1_2","Yes",1,2
"455","2021",77,"65_94","Male","Medium",5,"Richest 20%","Urban","1_2","Yes",0,3
"456","2021",78,"65_94","Male","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"457","2021",60,"50_64","Male","Low",5,"Richest 20%","Rural","1_2","Yes",1,2
"458","2021",62,"50_64","Male","High",3,"Third 20%","Rural","3_4","Yes",0,3
"459","2021",71,"65_94","Female","High",3,"Third 20%","Urban","1_2","Yes",1,1
"460","2021",40,"30_49","Female","High",1,"Poorest 20%","Rural","5+","Yes",1,1
"461","2021",41,"30_49","Female","Medium",3,"Third 20%","Urban","3_4","Yes",1,1
"462","2021",27,"15_29","Male","High",1,"Poorest 20%","Rural","5+","Yes",1,1
"463","2021",40,"30_49","Male","High",4,"Fourth 20%","Urban","1_2","Yes",1,1
"464","2021",50,"50_64","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"465","2021",42,"30_49","Male","High",1,"Poorest 20%","Rural","5+","Yes",1,2
"466","2021",70,"65_94","Male","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"467","2021",69,"65_94","Male","High",2,"Second 20%","Rural","1_2","Yes",1,1
"468","2021",52,"50_64","Male","High",4,"Fourth 20%","Rural","3_4","Yes",1,1
"469","2021",46,"30_49","Female","High",3,"Third 20%","Rural","3_4","Yes",1,1
"470","2021",53,"50_64","Female","Medium",5,"Richest 20%","Rural","3_4","Yes",1,1
"471","2021",51,"50_64","Male","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"472","2021",49,"30_49","Female","Medium",3,"Third 20%","Rural","1_2","Yes",0,3
"473","2021",20,"15_29","Female","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"474","2021",47,"30_49","Male","Medium",2,"Second 20%","Urban","1_2","Yes",1,1
"475","2021",33,"30_49","Female","Medium",4,"Fourth 20%","Urban","3_4","Yes",1,1
"476","2021",66,"65_94","Male","High",1,"Poorest 20%","Rural","5+","Yes",1,2
"477","2021",28,"15_29","Female","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"478","2021",58,"50_64","Female","High",2,"Second 20%","Rural","1_2","Yes",1,1
"479","2021",65,"65_94","Male","High",5,"Richest 20%","Urban","3_4","Yes",1,1
"480","2021",65,"65_94","Male","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,1
"481","2021",80,"65_94","Male","Medium",4,"Fourth 20%","Rural","1_2","Yes",0,3
"482","2021",75,"65_94","Female","Low",4,"Fourth 20%","Rural","1_2","Yes",1,1
"483","2021",61,"50_64","Female","Medium",5,"Richest 20%","Urban","1_2","Yes",0,98
"484","2021",40,"30_49","Male","Medium",1,"Poorest 20%","Urban","3_4","Yes",1,1
"485","2021",28,"15_29","Female","High",3,"Third 20%","Rural","3_4","Yes",1,1
"486","2021",48,"30_49","Female","High",2,"Second 20%","Rural","3_4","Yes",1,1
"487","2021",61,"50_64","Female","Medium",3,"Third 20%","Rural","1_2","Yes",1,1
"488","2021",55,"50_64","Female","High",4,"Fourth 20%","Rural","3_4","Yes",1,2
"489","2021",43,"30_49","Female","High",2,"Second 20%","Urban","3_4","Yes",1,1
"490","2021",33,"30_49","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,2
"491","2021",28,"15_29","Male","Medium",4,"Fourth 20%","Rural","3_4","Yes",1,2
"492","2021",54,"50_64","Male","Medium",1,"Poorest 20%","Rural","5+","Yes",1,2
"493","2021",65,"65_94","Female","High",5,"Richest 20%","Urban","3_4","Yes",1,1
"494","2021",62,"50_64","Female","Medium",4,"Fourth 20%","Urban","3_4","Yes",1,1
"495","2021",60,"50_64","Male","High",4,"Fourth 20%","Rural","1_2","Yes",1,2
"496","2021",67,"65_94","Female","High",3,"Third 20%","Rural","1_2","Yes",1,1
"497","2021",74,"65_94","Male","Low",4,"Fourth 20%","Rural","1_2","Yes",1,1
"498","2021",44,"30_49","Female","High",3,"Third 20%","Rural","3_4","Yes",1,2
"499","2021",29,"15_29","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"500","2021",45,"30_49","Female","Low",4,"Fourth 20%","Rural","1_2","Yes",0,3
"501","2021",73,"65_94","Male","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"502","2021",80,"65_94","Male","Low",4,"Fourth 20%","Urban","1_2","Yes",1,1
"503","2021",29,"15_29","Male","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"504","2021",40,"30_49","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"505","2021",24,"15_29","Male","Medium",3,"Third 20%","Rural","3_4","Yes",1,1
"506","2021",72,"65_94","Female","Low",2,"Second 20%","Urban","1_2","Yes",1,1
"507","2021",40,"30_49","Female","High",4,"Fourth 20%","Rural","3_4","Yes",1,1
"508","2021",63,"50_64","Male","Medium",3,"Third 20%","Urban","1_2","Yes",1,1
"509","2021",43,"30_49","Male","High",1,"Poorest 20%","Rural","3_4","Yes",1,1
"510","2021",71,"65_94","Male","Medium",2,"Second 20%","Rural","1_2","Yes",1,1
"511","2021",28,"15_29","Female","High",1,"Poorest 20%","Rural","3_4","Yes",1,1
"512","2021",68,"65_94","Male","Medium",5,"Richest 20%","Urban","1_2","Yes",1,1
"513","2021",77,"65_94","Male","High",1,"Poorest 20%","Rural","3_4","Yes",1,1
"514","2021",29,"15_29","Female","Medium",3,"Third 20%","Rural","1_2","Yes",1,1
"515","2021",36,"30_49","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,2
"516","2021",55,"50_64","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"517","2021",33,"30_49","Male","High",5,"Richest 20%","Rural","3_4","Yes",1,1
"518","2021",76,"65_94","Female","Medium",5,"Richest 20%","Rural","1_2","Yes",1,2
"519","2021",56,"50_64","Male","High",2,"Second 20%","Urban","1_2","Yes",0,3
"520","2021",50,"50_64","Male","Medium",4,"Fourth 20%","Urban","1_2","Yes",1,1
"521","2021",66,"65_94","Female","Medium",3,"Third 20%","Rural","1_2","Yes",1,1
"522","2021",26,"15_29","Male","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"523","2021",50,"50_64","Male","High",1,"Poorest 20%","Rural","3_4","Yes",1,1
"524","2021",64,"50_64","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"525","2021",70,"65_94","Female","High",5,"Richest 20%","Rural","3_4","Yes",1,2
"526","2021",50,"50_64","Female","High",4,"Fourth 20%","Urban","3_4","Yes",1,1
"527","2021",60,"50_64","Female","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"528","2021",38,"30_49","Female","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"529","2021",80,"65_94","Male","High",2,"Second 20%","Rural","1_2","Yes",1,1
"530","2021",25,"15_29","Male","High",4,"Fourth 20%","Rural","5+","Yes",1,1
"531","2021",42,"30_49","Female","High",4,"Fourth 20%","Urban","3_4","Yes",1,2
"532","2021",42,"30_49","Female","High",3,"Third 20%","Urban","1_2","Yes",1,1
"533","2021",83,"65_94","Male","High",5,"Richest 20%","Rural","1_2","Yes",0,3
"534","2021",53,"50_64","Female","High",2,"Second 20%","Urban","1_2","Yes",0,3
"535","2021",86,"65_94","Female","Medium",1,"Poorest 20%",NA,"1_2","Yes",0,98
"536","2021",69,"65_94","Female","High",2,"Second 20%","Rural","1_2","Yes",1,1
"537","2021",61,"50_64","Female","Low",2,"Second 20%","Urban","3_4","Yes",1,1
"538","2021",28,"15_29","Female","Medium",1,"Poorest 20%","Urban","3_4","Yes",1,1
"539","2021",55,"50_64","Female","High",4,"Fourth 20%","Rural","5+","Yes",1,1
"540","2021",47,"30_49","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,2
"541","2021",51,"50_64","Female","High",5,"Richest 20%","Urban","1_2","Yes",1,2
"542","2021",52,"50_64","Female","Medium",1,"Poorest 20%","Rural","3_4","Yes",1,1
"543","2021",63,"50_64","Female","Medium",5,"Richest 20%","Urban","1_2","Yes",0,3
"544","2021",46,"30_49","Male","High",3,"Third 20%","Rural","3_4","Yes",1,1
"545","2021",50,"50_64","Female","Medium",4,"Fourth 20%","Urban","1_2","Yes",1,1
"546","2021",25,"15_29","Male","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"547","2021",38,"30_49","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"548","2021",42,"30_49","Female","High",5,"Richest 20%","Urban","1_2","Yes",0,3
"549","2021",56,"50_64","Male","High",3,"Third 20%","Urban","3_4","Yes",1,1
"550","2021",51,"50_64","Female","High",1,"Poorest 20%","Urban","3_4","Yes",1,1
"551","2021",55,"50_64","Male","High",1,"Poorest 20%","Urban","1_2","Yes",1,2
"552","2021",25,"15_29","Male","High",2,"Second 20%","Urban","3_4","Yes",1,1
"553","2021",64,"50_64","Male","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,1
"554","2021",34,"30_49","Female","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,1
"555","2021",67,"65_94","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"556","2021",39,"30_49","Male","High",3,"Third 20%","Urban","3_4","Yes",1,1
"557","2021",28,"15_29","Female","High",3,"Third 20%","Urban","1_2","Yes",1,1
"558","2021",45,"30_49","Female","High",4,"Fourth 20%","Urban","3_4","Yes",1,1
"559","2021",63,"50_64","Female","High",1,"Poorest 20%","Rural","3_4","Yes",0,98
"560","2021",54,"50_64","Male","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,1
"561","2021",79,"65_94","Male","Medium",1,"Poorest 20%","Rural","1_2","Yes",1,1
"562","2021",63,"50_64","Female","Medium",2,"Second 20%","Urban","1_2","Yes",1,1
"563","2021",26,"15_29","Male","Medium",3,"Third 20%","Rural","3_4","Yes",1,1
"564","2021",70,"65_94","Female","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"565","2021",60,"50_64","Female","High",5,"Richest 20%","Rural","1_2","Yes",0,3
"566","2021",56,"50_64","Female","Medium",2,"Second 20%","Rural","1_2","Yes",1,1
"567","2021",67,"65_94","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"568","2021",23,"15_29","Male","Medium",2,"Second 20%","Rural","5+","Yes",1,2
"569","2021",49,"30_49","Male","High",3,"Third 20%","Rural","1_2","Yes",1,2
"570","2021",75,"65_94","Male","Low",3,"Third 20%","Rural","3_4","Yes",1,1
"571","2021",71,"65_94","Female","High",3,"Third 20%","Rural","1_2","Yes",1,1
"572","2021",63,"50_64","Male","Medium",2,"Second 20%","Urban","5+","Yes",1,1
"573","2021",70,"65_94","Female","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"574","2021",70,"65_94","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"575","2021",60,"50_64","Female","Medium",2,"Second 20%","Urban","3_4","Yes",1,1
"576","2021",65,"65_94","Female","Medium",3,"Third 20%","Rural","3_4","Yes",1,1
"577","2021",30,"30_49","Female","Medium",3,"Third 20%","Urban","5+","Yes",1,1
"578","2021",74,"65_94","Male","Medium",3,"Third 20%","Urban","1_2","Yes",1,1
"579","2021",64,"50_64","Male","Medium",2,"Second 20%","Rural","3_4","Yes",1,1
"580","2021",73,"65_94","Female","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,2
"581","2021",65,"65_94","Female","Medium",1,"Poorest 20%","Urban","3_4","Yes",1,2
"582","2021",47,"30_49","Female","High",1,"Poorest 20%","Rural","5+","Yes",1,1
"583","2021",52,"50_64","Male","Medium",2,"Second 20%","Rural","1_2","Yes",1,2
"584","2021",31,"30_49","Female","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"585","2021",62,"50_64","Male","Medium",4,"Fourth 20%","Urban","1_2","Yes",1,2
"586","2021",54,"50_64","Female","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"587","2021",49,"30_49","Female","High",1,"Poorest 20%","Rural","1_2","Yes",1,2
"588","2021",70,"65_94","Male","Medium",5,"Richest 20%","Urban","1_2","Yes",1,1
"589","2021",45,"30_49","Male","Medium",2,"Second 20%","Urban","3_4","Yes",1,1
"590","2021",44,"30_49","Male","High",4,"Fourth 20%","Urban","5+","Yes",1,1
"591","2021",54,"50_64","Female","Medium",4,"Fourth 20%","Urban","1_2","Yes",1,1
"592","2021",33,"30_49","Male","High",2,"Second 20%","Urban","3_4","Yes",1,2
"593","2021",41,"30_49","Female","High",4,"Fourth 20%","Urban","1_2","Yes",1,1
"594","2021",71,"65_94","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"595","2021",72,"65_94","Female","High",3,"Third 20%","Rural","1_2","Yes",0,3
"596","2021",70,"65_94","Female","Medium",5,"Richest 20%","Urban","1_2","Yes",1,1
"597","2021",66,"65_94","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"598","2021",33,"30_49","Male","Medium",2,"Second 20%","Rural","3_4","Yes",1,1
"599","2021",72,"65_94","Male","Medium",1,"Poorest 20%","Urban","1_2","Yes",1,2
"600","2021",62,"50_64","Female","High",5,"Richest 20%","Urban","1_2","Yes",1,2
"601","2021",50,"50_64","Female","High",4,"Fourth 20%","Urban","1_2","Yes",1,1
"602","2021",59,"50_64","Female","Medium",4,"Fourth 20%","Urban","1_2","Yes",1,2
"603","2021",31,"30_49","Male","Medium",3,"Third 20%","Rural","1_2","Yes",1,1
"604","2021",65,"65_94","Male","High",4,"Fourth 20%","Urban","1_2","Yes",1,1
"605","2021",32,"30_49","Female","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"606","2021",64,"50_64","Female","Medium",3,"Third 20%","Urban","1_2","Yes",1,2
"607","2021",90,"65_94","Female","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"608","2021",28,"15_29","Male","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,1
"609","2021",61,"50_64","Male","High",3,"Third 20%","Urban","3_4","Yes",1,1
"610","2021",52,"50_64","Female","High",3,"Third 20%","Rural","3_4","Yes",1,2
"611","2021",25,"15_29","Male","Medium",3,"Third 20%","Urban","3_4","Yes",1,1
"612","2021",43,"30_49","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"613","2021",35,"30_49","Male","Low",1,"Poorest 20%","Rural","1_2","Yes",1,1
"614","2021",43,"30_49","Male","Medium",3,"Third 20%","Urban","1_2","Yes",1,1
"615","2021",50,"50_64","Female","High",3,"Third 20%","Rural","1_2","Yes",1,1
"616","2021",45,"30_49","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,2
"617","2021",73,"65_94","Female","Medium",3,"Third 20%","Rural","1_2","Yes",1,1
"618","2021",85,"65_94","Male","High",1,"Poorest 20%","Rural","1_2","Yes",0,3
